Total_p1,Type1_p1,Type2_p1,Speed_p1,Total_p2,Type1_p2,Type2_p2,Speed_p2,Winner,Win_Probability
365,Poison,,65,590,Water,Psychic,30,0,0.0
198,Psychic,Fairy,40,330,Steel,Rock,30,0,0.0
515,Rock,Flying,130,510,Normal,Flying,80,1,0.6688311688311688
405,Water,,58,465,Fighting,,45,1,0.46551724137931033
680,Psychic,Flying,110,355,Rock,Bug,75,1,1.0
700,Dragon,Psychic,110,325,Steel,Ghost,28,1,1.0
310,Psychic,Fairy,60,580,Psychic,,95,0,0.0
480,Grass,,90,315,Fire,,50,1,1.0
300,Ground,Psychic,55,521,Rock,Dragon,71,0,0.0
420,Normal,,100,525,Ghost,,45,0,0.0
500,Ground,,50,363,Electric,,60,1,1.0
540,Water,Dragon,85,280,Normal,,30,1,1.0
530,Water,Dark,122,448,Steel,Ghost,35,0,0.7029177718832891
618,Psychic,Fairy,100,400,Water,,60,1,1.0
495,Fire,,93,530,Steel,Rock,50,0,0.48292682926829267
430,Steel,Rock,40,350,Rock,Steel,30,0,0.3805309734513274
600,Dragon,Flying,80,510,Dark,Ice,125,0,0.0
485,Electric,,110,467,Poison,,55,1,0.509453781512605
505,Bug,Rock,5,520,Steel,Ghost,60,0,0.0
195,Bug,,45,310,Grass,,70,0,0.0
450,Ground,,65,466,Psychic,,104,0,0.0
455,Fighting,,70,475,Grass,Dark,55,1,0.6570397111913358
475,Electric,,105,565,Dark,,115,0,0.0
700,Rock,Dark,71,440,Rock,Psychic,70,1,1.0
500,Poison,,50,484,Bug,Steel,109,0,0.0
370,Dark,Flying,60,600,Ground,Flying,101,0,0.0
770,Water,,90,470,Normal,,115,1,1.0
334,Grass,Ice,40,292,Ground,Dark,65,0,0.0
300,Water,,65,350,Fighting,,65,0,0.3
634,Fire,Dragon,100,534,Fire,Psychic,104,0,0.0
580,Steel,Fighting,108,466,Psychic,,104,1,0.3835978835978836
460,Grass,Fighting,70,575,Electric,,135,0,0.0
340,Poison,,35,330,Poison,Bug,65,0,0.0
370,Normal,,60,498,Fire,,101,0,0.0
479,Poison,Dark,84,319,Bug,Electric,65,1,1.0
540,Electric,,95,489,Grass,Steel,20,1,0.3557312252964427
460,Normal,Flying,100,250,Water,Fairy,40,1,1.0
465,Water,Flying,70,499,Fire,Flying,126,0,0.0
245,Poison,Flying,55,495,Rock,Water,80,0,0.0
260,Psychic,,23,305,Ice,,44,0,0.0
308,Water,,35,289,Electric,Normal,70,0,0.0
314,Water,,43,528,Fire,Fighting,65,0,0.0
480,Electric,,140,600,Dragon,Flying,80,1,0.4444444444444444
505,Fire,,100,490,Psychic,,30,1,0.507537688442211
555,Fire,,95,600,Bug,Steel,75,1,0.7872340425531915
545,Fairy,Flying,80,528,Grass,,113,0,0.0
600,Psychic,,90,580,Normal,Fighting,135,0,0.0
600,Psychic,,150,424,Bug,Steel,36,1,1.0
405,Ground,,120,600,Rock,Fairy,50,0,0.0
475,Water,Ground,39,580,Grass,Fighting,108,0,0.0
540,Water,,81,483,Ground,Ghost,55,1,0.690978886756238
180,Grass,,30,270,Water,Flying,85,0,0.0
205,Bug,,30,440,Normal,,40,0,0.0
480,Normal,,105,465,Fighting,,45,0,0.5079365079365079
195,Bug,,45,300,Water,,90,0,0.0
590,Normal,,100,625,Fighting,Steel,112,0,0.0
395,Bug,Flying,70,600,Psychic,,150,0,0.0
479,Normal,Flying,101,465,Water,Flying,70,0,0.5074152542372882
405,Grass,,36,237,Normal,,57,1,1.0
525,Psychic,,110,330,Ground,,32,1,1.0
525,Rock,Steel,40,500,Normal,,80,0,0.0
395,Normal,,40,534,Fire,Psychic,104,0,0.0
325,Water,,50,508,Ground,Steel,88,0,0.0
420,Dragon,,50,525,Grass,Ground,56,0,0.0
630,Grass,Dragon,145,380,Steel,Fairy,50,1,1.0
680,Ghost,Dragon,90,520,Steel,Ghost,60,1,1.0
520,Electric,Fire,86,370,Ghost,Fire,55,1,1.0
314,Water,,43,215,Normal,,20,1,1.0
405,Fairy,Flying,40,487,Psychic,,29,0,0.45403587443946186
700,Steel,Psychic,110,194,Bug,,25,1,1.0
210,Water,Ground,15,531,Grass,,68,0,0.0
525,Grass,,95,405,Water,,97,0,0.0
700,Rock,Dark,71,330,Poison,Bug,65,1,1.0
295,Electric,,65,350,Rock,,58,0,0.4573643410852713
410,Normal,Water,71,552,Fairy,,75,0,0.0
305,Water,,40,290,Ground,,10,0,0.6777777777777778
281,Dark,,66,500,Rock,Water,68,0,0.0
237,Fighting,,25,281,Dark,,66,0,0.0
265,Bug,Flying,55,485,Ice,,105,0,0.0
600,Dragon,Flying,100,307,Fire,,60,1,1.0
300,Water,,65,545,Normal,Fairy,50,0,0.0
580,Rock,,50,325,Bug,Rock,55,1,1.0
440,Normal,,115,352,Normal,Flying,60,1,0.5555555555555556
525,Grass,Ground,56,465,Fighting,,45,1,0.5303030303030303
420,Dark,Dragon,58,550,Bug,Fire,100,0,0.0
495,Water,,115,315,Fire,,50,1,1.0
509,Water,Ground,74,480,Water,Ghost,60,1,0.34649421375085093
295,Electric,,65,428,Electric,Flying,103,0,0.0
345,Ground,Rock,25,424,Bug,Grass,36,0,0.0
320,Grass,Poison,30,474,Bug,Flying,40,0,0.0
390,Grass,Poison,55,340,Normal,Flying,80,0,0.0
215,Normal,,20,250,Fire,,20,0,0.3006993006993007
273,Poison,,50,350,Fire,,60,0,0.0
395,Grass,Poison,40,360,Normal,,85,0,0.0
600,Bug,Flying,105,413,Grass,,83,1,1.0
490,Normal,,100,474,Bug,Flying,40,1,0.508298755186722
250,Normal,,75,205,Bug,,15,1,0.5494505494505495
475,Water,,75,490,Psychic,Flying,97,0,0.0
474,Fighting,,50,328,Ground,,68,1,1.0
460,Water,Dark,95,335,Ghost,Grass,56,1,1.0
320,Electric,,90,670,Normal,,100,0,0.0
310,Ghost,Poison,80,514,Ice,,28,0,0.0
348,Ghost,Flying,70,580,Psychic,,115,0,0.0
245,Normal,Flying,60,489,Grass,Steel,20,0,0.0
320,Ground,,35,567,Rock,Flying,110,0,0.0
348,Ghost,Flying,70,310,Bug,Grass,42,1,0.81786133960047
625,Grass,Poison,80,310,Normal,Flying,75,1,1.0
500,Water,,85,495,Ghost,,105,0,0.0
290,Rock,,10,600,Dragon,Ground,95,0,0.0
263,Electric,,45,260,Bug,Poison,57,0,0.0
360,Normal,,60,395,Ice,,59,0,0.4768211920529801
395,Grass,Poison,40,465,Normal,,85,0,0.0
530,Water,,78,500,Ghost,Poison,110,0,0.0
320,Water,,55,500,Dark,Fire,95,0,0.0
405,Fairy,Flying,40,520,Steel,Ghost,60,0,0.0
505,Bug,Rock,5,305,Fighting,,35,1,1.0
295,Electric,,65,505,Dark,Flying,71,0,0.0
195,Bug,,45,314,Water,,40,0,0.0
292,Ground,Dark,65,300,Steel,,30,0,0.6606334841628959
435,Normal,Fairy,45,485,Ice,,105,0,0.0
455,Ice,Psychic,95,305,Bug,,25,1,1.0
480,Steel,Fairy,50,680,Dragon,Fire,90,0,0.0
530,Water,,78,495,Rock,Steel,30,1,0.6816720257234726
305,Fire,Ground,35,500,Normal,,80,0,0.0
485,Electric,,110,500,Bug,Fighting,85,1,0.49238578680203043
305,Fighting,,35,521,Rock,Dragon,71,0,0.0
440,Normal,,90,600,Rock,Fairy,50,0,0.0
325,Normal,,55,600,Normal,Fighting,128,0,0.0
500,Ground,,50,518,Psychic,Fairy,80,0,0.0
498,Water,,101,510,Dark,,105,0,0.0
520,Grass,Psychic,55,525,Grass,,95,0,0.0
485,Electric,,110,390,Bug,Flying,95,1,0.7132352941176471
205,Bug,,15,528,Fire,Fighting,65,0,0.0
498,Ghost,Flying,80,335,Ghost,Grass,41,1,1.0
413,Grass,,83,330,Water,,44,0,0.7145328719723183
314,Water,,71,289,Electric,Normal,70,1,0.5207296849087893
490,Grass,,50,465,Fighting,,85,0,0.0
245,Fairy,,20,300,Fairy,,30,0,0.0
525,Grass,Ground,56,304,Ice,,28,1,1.0
325,Poison,,25,320,Psychic,Flying,70,0,0.0
236,Bug,Ghost,40,295,Electric,,76,0,0.0
330,Poison,Bug,65,315,Bug,,60,1,0.5116279069767442
360,Electric,,95,580,Electric,Flying,111,0,0.0
450,Bug,Poison,90,470,Normal,,115,0,0.0
490,Normal,,110,335,Normal,Grass,75,1,1.0
460,Psychic,Fairy,90,500,Water,,59,0,0.4791666666666667
525,Dark,,65,423,Normal,Ground,78,0,0.0
534,Fire,Fighting,108,498,Ghost,Flying,80,0,0.0
288,Water,Ground,60,460,Grass,Flying,51,0,0.0
515,Water,Poison,100,405,Grass,,60,1,0.5597826086956522
280,Grass,Poison,55,515,Rock,,25,0,0.0
314,Water,,40,600,Dragon,Ground,95,0,0.0
600,Steel,Psychic,70,308,Fire,,45,1,1.0
479,Normal,Flying,101,380,Water,Rock,35,1,0.23961980990495246
405,Fairy,Flying,40,485,Normal,Flying,100,0,0.0
198,Psychic,Fairy,40,484,Bug,Steel,109,0,0.0
435,Normal,Fairy,45,350,Normal,Flying,60,0,0.0
450,Normal,,50,390,Psychic,,55,0,0.0
485,Electric,,110,290,Psychic,,45,1,1.0
305,Water,Dark,65,281,Dark,,66,0,0.0
489,Grass,Steel,20,580,Electric,Flying,111,0,0.0
455,Fighting,,95,390,Bug,Poison,40,1,0.22580645161290322
565,Dark,,115,600,Psychic,,85,0,0.653179190751445
320,Grass,Poison,30,330,Steel,Rock,30,0,0.0
518,Psychic,Fairy,80,278,Normal,Flying,62,1,1.0
244,Bug,Flying,70,300,Steel,Psychic,23,0,0.2890995260663507
305,Bug,,25,700,Dragon,Ice,95,0,0.0
700,Dragon,Ground,92,306,Rock,Water,50,1,1.0
580,Fire,,100,580,Water,Fighting,108,0,0.0
320,Ground,,35,360,Bug,Poison,47,0,0.0
395,Normal,,40,494,Ghost,Grass,69,0,0.0
405,Grass,,60,484,Bug,Steel,109,0,0.0
455,Fighting,,70,490,Psychic,,30,1,0.3170731707317073
405,Electric,,40,485,Ice,,105,0,0.0
442,Normal,Flying,70,314,Water,,71,1,1.0
525,Dark,,65,495,Bug,,145,0,0.0
255,Normal,,42,580,Flying,,121,0,0.0
245,Poison,Flying,55,465,Water,Flying,70,0,0.0
220,Grass,,30,535,Grass,,50,0,0.0
305,Water,Dark,65,494,Ghost,Grass,54,0,0.0
500,Normal,,55,670,Normal,,100,0,0.0
395,Grass,Poison,40,362,Rock,Dragon,48,0,0.0
200,Water,,80,505,Dark,Flying,71,0,0.0
205,Bug,,15,484,Bug,Steel,109,0,0.0
700,Dragon,Psychic,110,580,Psychic,,115,0,0.0
495,Water,,115,508,Ground,Steel,88,0,0.6608811748998665
405,Grass,Poison,60,483,Fairy,,60,0,0.4560810810810811
224,Bug,,36,325,Water,,34,0,0.0
245,Poison,Flying,55,525,Grass,,80,0,0.0
470,Fire,,20,680,Ghost,Dragon,90,0,0.0
315,Water,Psychic,15,520,Water,Psychic,115,0,0.0
290,Ground,,10,489,Grass,Steel,20,0,0.0
495,Rock,Ground,45,500,Water,,59,0,0.0
320,Water,,63,600,Grass,Flying,127,0,0.0
555,Ghost,,75,452,Normal,,112,0,0.0
330,Water,,97,384,Bug,,65,1,0.46218487394957986
263,Electric,,45,680,Dragon,Electric,90,0,0.0
405,Fire,Fighting,81,680,Ghost,Dragon,90,0,0.0
300,Grass,Poison,40,485,Normal,Flying,100,0,0.0
530,Water,,78,325,Electric,Steel,45,1,1.0
375,Rock,,30,580,Water,Fighting,108,0,0.0
520,Grass,Psychic,55,494,Poison,Dragon,44,0,0.3448275862068966
460,Fire,Ground,40,509,Water,Ground,74,0,0.0
390,Grass,Poison,55,540,Water,,81,0,0.0
610,Electric,Dragon,45,580,Rock,Fighting,108,0,0.0
390,Grass,Poison,55,525,Water,Ice,70,0,0.0
300,Dragon,,50,348,Dark,Fighting,48,0,0.46296296296296297
198,Psychic,Fairy,40,700,Dragon,Ice,95,0,0.0
305,Fighting,,35,510,Fighting,,105,0,0.0
288,Water,Ground,60,329,Poison,Dark,74,0,0.0
535,Poison,Flying,130,310,Bug,Grass,42,1,1.0
590,Normal,,100,540,Fire,Psychic,55,0,0.5221238938053098
465,Steel,Flying,70,410,Rock,Ground,51,0,0.5314285714285715
450,Water,,68,618,Psychic,Fairy,100,0,0.0
475,Electric,,105,525,Grass,Ground,56,0,0.0
483,Ground,Ghost,55,335,Ghost,Grass,51,1,1.0
590,Water,Psychic,30,310,Bug,Grass,42,1,1.0
260,Bug,Poison,57,423,Normal,Ground,78,0,0.0
405,Grass,,36,425,Psychic,Flying,114,0,0.0
500,Fire,,105,454,Grass,,46,1,0.687757909215956
330,Water,Electric,67,240,Normal,,60,1,1.0
325,Water,,50,521,Rock,Dragon,71,0,0.0
500,Fire,,105,528,Grass,,113,0,0.0
320,Ground,,35,360,Electric,,95,0,0.0
515,Water,Poison,100,420,Dark,,70,1,0.5508021390374331
224,Bug,,36,325,Steel,Ghost,28,0,0.0
264,Normal,Flying,43,488,Dark,Fighting,58,0,0.0
340,Normal,Flying,80,507,Fire,Normal,106,0,0.0
630,Grass,Dragon,145,290,Psychic,,20,1,1.0
600,Psychic,,150,330,Ground,,32,1,1.0
780,Psychic,,140,580,Steel,,50,1,1.0
308,Grass,,63,200,Bug,,35,1,1.0
250,Water,Fairy,40,540,Normal,,55,0,0.0
251,Normal,Flying,56,305,Grass,Steel,10,0,0.29152148664343785
442,Normal,Flying,70,424,Bug,Steel,36,1,0.3426356589147287
285,Fighting,,60,580,Psychic,,95,0,0.0
500,Bug,Flying,105,303,Ghost,,30,1,1.0
294,Water,,64,521,Rock,Dragon,71,0,0.0
535,Water,Ground,60,280,Normal,,30,1,1.0
505,Poison,Ground,85,305,Grass,Steel,10,1,1.0
205,Bug,Poison,35,780,Psychic,Fighting,130,0,0.0
460,Water,,91,594,Grass,Ice,30,0,0.279126213592233
523,Electric,,70,405,Grass,,57,0,0.39234808702175544
497,Electric,,116,521,Rock,Ice,58,1,0.48821218074656186
505,Fighting,,45,474,Poison,,75,0,0.0
470,Psychic,,80,410,Dragon,,67,0,0.5340909090909091
600,Dragon,Ground,102,480,Water,Ghost,60,0,0.5555555555555556
580,Electric,,115,308,Grass,,63,1,1.0
320,Water,,55,518,Psychic,Fairy,80,0,0.0
310,Normal,Flying,50,468,Water,Ground,60,0,0.0
450,Bug,Poison,90,471,Ground,Electric,32,1,0.3232758620689655
288,Poison,,55,474,Fighting,,50,0,0.0
180,Grass,,30,380,Steel,Fairy,50,0,0.0
470,Fire,,20,245,Flying,Dragon,55,1,1.0
360,Electric,,95,319,Bug,Electric,65,1,0.36072144288577157
525,Grass,,95,600,Dragon,Ground,95,1,0.30434782608695654
634,Fire,Dragon,100,580,Ice,,100,0,0.5222405271828665
250,Water,Fairy,40,480,Water,,45,0,0.0
405,Grass,,36,245,Flying,Dragon,55,1,1.0
555,Fire,,95,345,Water,,32,1,1.0
320,Water,,63,475,Normal,Grass,95,0,0.0
205,Bug,Poison,35,505,Poison,Ground,85,0,0.0
330,Ice,Flying,75,309,Ghost,Grass,38,1,0.8103130755064457
180,Grass,,30,488,Normal,Flying,93,0,0.0
640,Water,Dark,81,455,Normal,Psychic,85,1,1.0
580,Electric,Flying,101,462,Fairy,,29,0,0.5566218809980806
315,Bug,,60,600,Ground,Flying,101,0,0.0
305,Fire,Ground,35,580,Steel,Fighting,108,0,0.0
310,Ghost,Poison,80,245,Flying,Dragon,55,1,0.5585585585585585
525,Grass,Poison,80,482,Dark,Psychic,73,1,0.5213505461767627
250,Grass,Flying,50,360,Normal,,85,0,0.0
485,Normal,Flying,100,510,Dark,Flying,80,1,0.48743718592964824
360,Electric,,95,275,Ghost,Fire,20,1,1.0
490,Normal,,100,370,Normal,,60,1,1.0
290,Psychic,,45,335,Normal,Grass,75,0,0.0
590,Water,Psychic,30,275,Ghost,Fire,20,1,1.0
700,Steel,Psychic,110,304,Ice,,28,1,1.0
300,Ground,Psychic,55,425,Psychic,Flying,114,0,0.0
534,Fire,Flying,100,253,Normal,,72,1,1.0
467,Poison,,55,350,Rock,Steel,30,1,1.0
468,Water,Ground,60,275,Grass,,35,1,1.0
405,Dark,Flying,91,518,Psychic,Fighting,80,1,0.6099397590361446
300,Dragon,Ground,42,362,Rock,Dragon,48,0,0.0
330,Poison,Bug,65,494,Ghost,Grass,99,0,0.0
520,Steel,,90,482,Dark,Psychic,73,0,0.5189620758483033
495,Rock,Ground,45,525,Water,,65,0,0.0
540,Water,Flying,81,525,Ground,,47,1,0.6728971962616822
467,Poison,,55,329,Poison,,65,1,1.0
580,Psychic,,80,305,Ice,,40,1,1.0
205,Bug,Poison,35,405,Water,,58,0,0.0
440,Normal,,115,466,Psychic,,104,0,0.4856512141280353
630,Water,,78,499,Fire,Flying,126,0,0.0
455,Normal,Psychic,85,316,Water,,64,1,1.0
340,Water,,85,535,Electric,Steel,60,0,0.0
579,Normal,Flying,121,525,Psychic,,110,1,0.5244565217391305
500,Poison,,50,465,Fighting,,45,1,0.5181347150259067
300,Dragon,,50,500,Steel,Psychic,33,0,0.0
375,Rock,,30,515,Electric,,50,0,0.0
380,Water,Rock,35,250,Normal,,31,1,1.0
251,Normal,Flying,56,510,Fighting,,105,0,0.0
280,Grass,Poison,55,401,Rock,Flying,70,0,0.0
475,Normal,Grass,95,482,Dark,Psychic,73,0,0.49634273772204807
328,Psychic,,42,315,Bug,,60,0,0.0
465,Fighting,,85,534,Fire,Psychic,104,0,0.0
495,Rock,Ground,45,680,Psychic,Dark,80,0,0.0
262,Normal,Flying,70,485,Ice,,50,0,0.0
580,Electric,,115,520,Electric,Ice,86,0,0.35802469135802467
280,Grass,Poison,55,310,Psychic,Fairy,60,0,0.0
450,Grass,,85,280,Grass,,30,1,1.0
600,Psychic,,180,580,Steel,Fighting,108,1,0.5084745762711864
465,Fighting,,45,335,Ghost,Grass,41,1,1.0
424,Bug,Steel,36,350,Fighting,,65,0,0.0
205,Bug,,30,360,Normal,,48,0,0.0
330,Water,Electric,67,520,Steel,,90,0,0.0
288,Normal,,48,480,Grass,,90,0,0.0
270,Water,Flying,85,288,Water,Ground,60,0,0.4838709677419355
425,Grass,,30,424,Bug,Flying,66,0,0.0
405,Fire,,80,420,Water,Fairy,50,0,0.3253012048192771
335,Water,Poison,70,540,Normal,,30,0,0.0
500,Water,,85,490,Water,Psychic,30,0,0.33783783783783783
435,Grass,,60,410,Rock,Ground,51,1,0.8093023255813954
490,Dragon,Flying,80,300,Steel,,30,1,1.0
480,Water,,80,390,Rock,,20,1,0.7111111111111111
442,Normal,Flying,100,482,Normal,,115,0,0.0
251,Normal,Flying,56,515,Electric,,50,0,0.0
680,Dragon,Flying,95,495,Fighting,Dark,58,1,1.0
455,Ghost,,25,490,Poison,Fighting,85,0,0.0
420,Normal,,70,362,Rock,Dragon,48,0,0.36713286713286714
310,Psychic,,90,310,Normal,Flying,50,1,0.5
580,Steel,,50,288,Dark,Psychic,45,1,1.0
600,Dragon,Psychic,110,410,Dragon,,67,1,1.0
618,Psychic,Fairy,100,362,Rock,Ice,46,1,1.0
210,Water,Ground,15,405,Electric,,95,0,0.0
580,Electric,Flying,100,355,Water,Rock,22,1,1.0
325,Water,,45,292,Psychic,,24,0,0.526742301458671
420,Normal,,70,300,Dragon,Ground,42,1,1.0
455,Fighting,,70,440,Rock,Psychic,70,0,0.3408239700374532
340,Poison,,35,494,Grass,Ice,60,0,0.0
456,Bug,Flying,160,525,Rock,Steel,40,0,0.0979381443298969
530,Steel,Rock,50,515,Grass,Poison,90,0,0.0
600,Dark,Fire,115,510,Dark,Flying,80,1,0.37037037037037035
567,Rock,Flying,110,428,Electric,Flying,103,1,1.0
305,Ice,,44,515,Electric,,50,0,0.0
600,Bug,Fighting,75,450,Ice,Ground,50,1,1.0
424,Bug,Grass,36,285,Psychic,,45,1,1.0
420,Normal,,100,670,Normal,,100,0,0.0
310,Fire,,45,300,Steel,,30,1,0.6739130434782609
580,Electric,,115,318,Grass,,31,1,1.0
490,Psychic,Flying,97,448,Steel,Ghost,35,0,0.2147239263803681
430,Water,Ground,35,580,Ice,,50,0,0.0
610,Electric,Dragon,45,680,Psychic,Flying,110,0,0.0
460,Water,Electric,67,319,Bug,Electric,65,1,1.0
454,Grass,,46,700,Dragon,Ice,95,0,0.0
251,Normal,Flying,56,280,Rock,,15,1,0.18307804522246535
485,Electric,,110,313,Psychic,Flying,72,1,1.0
580,Flying,,121,600,Bug,Steel,99,0,0.4915254237288136
525,Water,Ice,70,590,Dragon,Fairy,80,0,0.0
618,Psychic,Fighting,110,520,Ghost,Fire,80,0,0.0
288,Poison,,55,305,Fire,Ground,35,0,0.3207126948775056
285,Psychic,,45,485,Psychic,,40,0,0.0
273,Poison,,50,303,Ghost,,30,1,0.310580204778157
251,Normal,Flying,56,525,Grass,Ground,56,0,0.0
330,Water,,85,448,Steel,Ghost,35,0,0.0
428,Electric,Flying,103,305,Grass,Steel,10,1,1.0
525,Ice,,65,700,Dragon,Ice,95,0,0.0
310,Bug,Grass,42,567,Rock,Flying,110,0,0.0
285,Bug,Grass,25,600,Psychic,,150,0,0.0
198,Psychic,Fairy,40,405,Grass,,57,0,0.0
545,Normal,Fairy,50,534,Fire,Psychic,104,0,0.0
475,Bug,Rock,45,462,Fairy,,29,0,0.33952823445318087
700,Steel,Psychic,110,280,Grass,,30,1,1.0
600,Dragon,Flying,80,530,Steel,Rock,50,0,0.12396694214876033
465,Steel,Flying,70,490,Poison,Fighting,85,0,0.0
295,Ghost,,25,670,Ground,,90,0,0.0
410,Fire,,90,464,Grass,Poison,30,1,0.6386292834890965
336,Psychic,,48,480,Grass,Fairy,116,0,0.0
485,Electric,,110,385,Rock,Ground,70,0,0.0
625,Grass,Poison,80,460,Water,,98,1,1.0
505,Dark,Flying,71,700,Dragon,Ice,95,0,0.0
265,Ground,,95,410,Dragon,,67,0,0.0
330,Steel,Rock,30,425,Psychic,,65,0,0.0
400,Bug,,85,600,Steel,Psychic,70,0,0.0
390,Grass,Poison,55,540,Fire,,83,0,0.0
450,Bug,Poison,90,531,Grass,,68,1,0.7722007722007722
630,Grass,Dragon,145,494,Ghost,Grass,99,1,0.38936959208899874
360,Normal,,48,300,Poison,Fighting,50,0,0.0
680,Fire,Flying,90,490,Poison,Fighting,85,1,1.0
278,Psychic,Fairy,50,520,Ghost,Fire,80,0,0.0
525,Rock,Steel,40,370,Dark,Flying,60,1,1.0
600,Dragon,Psychic,110,288,Dark,Psychic,45,1,1.0
495,Water,,115,525,Ice,,65,0,0.4852941176470588
355,Rock,Bug,75,405,Fire,Fighting,81,0,0.0
450,Normal,,50,670,Water,,90,0,0.0
680,Steel,Dragon,90,305,Fighting,,35,1,1.0
460,Psychic,Fairy,90,495,Rock,Water,55,0,0.4816753926701571
215,Normal,,20,425,Psychic,,65,0,0.0
430,Water,Poison,85,410,Ice,Water,45,0,0.344
530,Fire,Fighting,80,494,Ghost,Grass,54,0,0.0
205,Bug,Poison,35,495,Rock,,58,0,0.0
340,Ground,Dragon,70,600,Dragon,Ground,102,0,0.0
210,Normal,Fairy,15,567,Rock,Flying,110,0,0.0
505,Poison,Ground,85,515,Electric,,50,0,0.6622950819672131
580,Steel,,50,454,Grass,,46,0,0.5609284332688588
380,Normal,,70,625,Fighting,Steel,112,0,0.0
220,Water,Grass,30,445,Normal,,50,0,0.0
485,Water,,52,275,Ghost,Fire,20,1,1.0
495,Rock,Steel,30,440,Steel,,50,0,0.0
405,Electric,,95,580,Psychic,,115,0,0.0
580,Psychic,,115,520,Steel,Ghost,60,1,0.35802469135802467
505,Bug,Rock,5,720,Normal,,120,0,0.0
450,Water,,68,525,Ground,,47,1,0.631578947368421
495,Ghost,,105,525,Ice,,65,0,0.4852941176470588
425,Grass,,30,300,Normal,,75,1,1.0
340,Dark,Steel,60,680,Psychic,Dark,80,0,0.0
420,Normal,,70,525,Fighting,Steel,90,0,0.0
600,Dragon,Flying,80,300,Dark,Dragon,38,1,1.0
475,Electric,,105,490,Psychic,Flying,97,0,0.6597222222222222
336,Psychic,,48,424,Bug,Grass,36,0,0.4421052631578947
300,Ice,,50,680,Dragon,Flying,95,0,0.0
325,Grass,Psychic,40,303,Fairy,,42,0,0.0
455,Poison,Flying,90,305,Water,Dark,65,1,1.0
530,Ice,Ground,80,341,Fairy,,23,1,1.0
200,Water,,80,348,Fighting,,43,0,0.0
210,Normal,Fairy,15,414,Bug,Flying,60,0,0.0
430,Water,Ground,35,485,Normal,Flying,100,0,0.0
580,Ice,,100,460,Water,,98,1,0.38666666666666666
415,Normal,,45,329,Poison,,65,0,0.0
483,Fairy,,60,600,Grass,Flying,127,0,0.0
295,Grass,,35,315,Bug,,60,0,0.0
220,Normal,,30,600,Fire,Steel,77,0,0.0
198,Psychic,Fairy,40,350,Rock,Steel,30,0,0.0
500,Dark,Fire,95,295,Electric,,65,1,1.0
560,Water,Dark,105,300,Ice,,50,1,1.0
270,Normal,Flying,85,363,Electric,,60,0,0.0
280,Fighting,Psychic,60,770,Ground,Fire,90,0,0.0
540,Normal,,30,430,Ground,Flying,85,0,0.0
600,Bug,Flying,105,600,Bug,Steel,75,0,0.3333333333333333
330,Water,,85,470,Normal,,115,0,0.0
485,Water,,52,494,Grass,Ice,60,0,0.0
455,Ghost,,65,300,Dragon,Ground,42,1,1.0
485,Electric,,110,275,Ghost,Fire,20,1,1.0
395,Normal,,40,500,Water,,60,0,0.0
395,Bug,Poison,75,500,Water,,60,1,0.441340782122905
540,Fire,Psychic,55,600,Ground,Flying,91,0,0.0
245,Poison,Flying,55,580,Electric,,115,0,0.0
680,Fire,Flying,90,482,Dark,Psychic,73,1,1.0
450,Normal,,50,680,Dragon,Fire,90,0,0.0
405,Ghost,Poison,95,485,Water,Rock,55,0,0.29454545454545455
300,Steel,Psychic,30,309,Ghost,Grass,38,0,0.0
600,Psychic,,180,498,Ghost,Flying,80,0,0.546448087431694
430,Steel,Rock,40,290,Psychic,,20,1,1.0
329,Poison,,65,525,Fairy,,60,0,0.0
310,Psychic,,90,430,Water,Poison,85,0,0.0
479,Normal,Flying,101,455,Ghost,,25,0,0.0
290,Normal,,90,420,Dark,,70,0,0.0
245,Fairy,,20,485,Bug,Poison,112,0,0.0
310,Ghost,Poison,80,465,Fighting,,85,0,0.0
480,Water,Grass,70,384,Water,Ground,69,1,0.8333333333333334
600,Psychic,,85,335,Water,Ghost,40,1,1.0
365,Poison,,56,330,Ground,,40,0,0.35609756097560974
580,Electric,Flying,100,600,Psychic,,85,0,0.4915254237288136
530,Grass,,120,445,Normal,,50,0,0.5435897435897435
390,Rock,Ground,35,300,Dark,Dragon,38,1,1.0
395,Normal,,40,680,Steel,Dragon,90,0,0.0
318,Grass,Poison,45,405,Water,,50,0,0.0
420,Dragon,,50,525,Fighting,Steel,90,0,0.0
540,Normal,,55,428,Electric,Flying,103,0,0.0
500,Poison,Dark,95,335,Ghost,Grass,56,1,1.0
680,Ghost,Dragon,90,580,Rock,Fighting,108,0,0.0
455,Fighting,,76,335,Psychic,,30,1,1.0
531,Grass,,68,448,Steel,Ghost,35,0,0.3721093202522775
330,Water,,97,494,Ghost,Grass,69,0,0.0
385,Bug,Poison,65,467,Poison,,55,0,0.1708832667554372
290,Rock,,10,520,Steel,Ghost,60,0,0.0
490,Normal,,110,495,Rock,Steel,30,1,0.19838056680161945
320,Ground,,35,472,Bug,Electric,108,0,0.0
680,Water,Dragon,100,580,Water,Fighting,108,0,0.0
505,Poison,Ground,85,494,Ghost,Grass,84,0,0.3382451440053583
510,Steel,Ground,30,520,Electric,Ice,86,0,0.0
465,Bug,Steel,40,363,Electric,,60,0,0.0
405,Electric,,40,303,Fairy,,42,1,1.0
540,Normal,,55,440,Rock,Psychic,70,0,0.0
